Id,Probability
0,0.16702188553903036
1,0.13453189520831016
2,0.12106362119723194
3,0.16864333736651832
4,0.1767086353075967
5,0.13703688882301077
6,0.14740433805647837
7,0.1367461624458211
8,0.1103163624085375
9,0.5071252998225432
10,0.11599196110485087
11,0.129937918171083
12,0.11312544219562208
13,0.14551401664482372
14,0.14444881575180446
15,0.12035969891688829
16,0.1336791746098327
17,0.12496345324233601
18,0.25065950545019355
19,0.1548221003233633
20,0.11511908930652784
21,0.11542639983947157
22,0.11236110017213677
23,0.4709177846091955
24,0.15559832516653607
25,0.11749043190493395
26,0.19101513381064356
27,0.11278297690018017
28,0.1462737595326158
29,0.12180859759525701
30,0.1520064762529222
31,0.11422489401993319
32,0.11738635417266192
33,0.15985029824613026
34,0.34331801863242606
35,0.14341590698943898
36,0.13172976200737277
37,0.11549736593253372
38,0.11833188563225434
39,0.14897556075898985
40,0.25483966848015666
41,0.2558220762972421
42,0.16482901151151336
43,0.11322276134682599
44,0.14581649489568227
45,0.11076449532906084
46,0.11075663953956247
47,0.11858883344786257
48,0.12447959678038396
49,0.13471666242220956
50,0.1202664231203354
51,0.11449694407359484
52,0.11518749888748635
53,0.159764637100139
54,0.12099219221601962
55,0.16892997338848495
56,0.11360063536996988
57,0.1957684348068188
58,0.17019121562216782
59,0.1684245983771368
60,0.12428100784351932
61,0.11492586208524407
62,0.12464991314758801
63,0.11781603880656652
64,0.12899451032643258
65,0.1188410616339882
66,0.11763824510631168
67,0.22424518150550918
68,0.11336123625780374
69,0.5863193206088152
70,0.12804719700020842
71,0.19941168997682773
72,0.11174977042691293
73,0.23097947673170643
74,0.11742666074801168
75,0.1398226126247812
76,0.15289071689801648
77,0.13682076479908076
78,0.11406821826910817
79,0.1189204142284914
80,0.12256956547626431
81,0.11740556198890095
82,0.12867927790342742
83,0.11089206899053125
84,0.12095213077849022
85,0.12260157246962818
86,0.1511820093219785
87,0.11697567725150533
88,0.13257978935139447
89,0.12675693167612767
90,0.15821890327272534
91,0.1184314311535679
92,0.11548064980150051
93,0.12258972486246694
94,0.11176019829171246
95,0.1663410644645908
96,0.1289959651136462
97,0.16244208635487428
98,0.1228209959970538
99,0.1256978633354079
100,0.15710356232703554
101,0.16271726336180123
102,0.11195371469416021
103,0.15400569331070482
104,0.15308399518099222
105,0.12836455748671444
106,0.3294659322420923
107,0.1154191306726807
108,0.11185265166658931
109,0.1197379644269271
110,0.12233543479605169
111,0.12167921482103142
112,0.13267108258405189
113,0.43188232122465675
114,0.17471469000002554
115,0.11267037863560111
116,0.1103163624085375
117,0.17437761839037205
118,0.11675814221358652
119,0.11517961821053115
120,0.1160935218485982
121,0.1450286252084914
122,0.11720849684255912
123,0.48105338730207153
124,0.11634166583998759
125,0.11572918854417225
126,0.11359069288018364
127,0.12380757615987427
128,0.11210340301384174
129,0.13863952413144578
130,0.1359017557896468
131,0.15871095873777336
132,0.11252927373052564
133,0.17554210051366198
134,0.19817620275285314
135,0.11225548914188797
136,0.22207925696862657
137,0.1439698263553575
138,0.11176920055210328
139,0.11704391058349396
140,0.11098872142650242
141,0.11742839841995945
142,0.11097258746427077
143,0.12423818906183288
144,0.3020738040189067
145,0.12479233386657772
146,0.11483949839787429
147,0.19088371306474017
148,0.11495749122743902
149,0.1326121856563384
150,0.11146680561906212
151,0.11675442417193412
152,0.11096269696556624
153,0.11783313096099036
154,0.12853634286540527
155,0.12744911738286002
156,0.15493374759832132
157,0.11064890790284489
158,0.21640653030954485
159,0.12833783123741355
160,0.10975538507070846
161,0.12727544831587065
162,0.1216730893858766
163,0.1539981233721206
164,0.12355075527346691
165,0.12820028001212203
166,0.5187542229263737
167,0.12302581427760753
168,0.23727505435599916
169,0.11548190107670515
170,0.11098872142650242
171,0.12002086965043829
172,0.12326923581611321
173,0.14716369552172356
174,0.12545581116550653
175,0.3163965014509761
176,0.12323943881438322
177,0.15954362843745143
178,0.11452325245563087
179,0.11331984840852823
180,0.14787842539744783
181,0.11678465515405533
182,0.1245302892974735
183,0.11494973579226625
184,0.1921130011891687
185,0.12136219214945738
186,0.11829779273989204
187,0.1324535303818626
188,0.15433561916443478
189,0.13322350290334428
190,0.1242853433145169
191,0.14024736679637143
192,0.11785280705934205
193,0.15695979878045618
194,0.12327762098175077
195,0.12968601080449862
196,0.11292388698311251
197,0.11236056404639885
198,0.11660681282166221
199,0.11319126260934656
200,0.1622729087539137
201,0.1262888441529269
202,0.3078432800782053
203,0.14174221007962856
204,0.11975919928174106
205,0.11256767946019096
206,0.11999478313385004
207,0.11060364575588585
208,0.16541546362055057
209,0.11065695587833536
210,0.20926007924408183
211,0.12975581117640914
212,0.1173880762276454
213,0.115145611624643
214,0.1236446351791266
215,0.16688276071017144
216,0.11327616400463698
217,0.17103628841987653
218,0.11786353296143404
219,0.11389091285747671
220,0.1224049013668326
221,0.11159728015938843
222,0.12257916802117409
223,0.11807199412151059
224,0.11334061230275966
225,0.16374188729160993
226,0.11570636516277082
227,0.16140065025449218
228,0.16664511385934824
229,0.42937315359325223
230,0.26540480204030037
231,0.11466158214413603
232,0.11360331553024396
233,0.1149466307852798
234,0.11034561259222611
235,0.2469100952434655
236,0.2017669392974119
237,0.11065695587833536
238,0.1213806490203069
239,0.12266825953299867
240,0.15386164592836038
241,0.11589735598193643
242,0.11155487049065597
243,0.1264230482137827
244,0.17632719981530992
245,0.11246584976651135
246,0.13231232960444153
247,0.11079080420201985
248,0.12663393651039653
249,0.3047303824973406
250,0.14158489038148778
251,0.2740523795124546
252,0.11254706511548426
253,0.15772763291298397
254,0.11736826169826481
255,0.11624696114230135
256,0.1388454219367951
257,0.23785593590431142
258,0.1469680765303823
259,0.1794855315668344
260,0.11733869876282593
261,0.12626966024180863
262,0.11008279485749806
263,0.14832658554839073
264,0.17174066401903154
265,0.12681699530045065
266,0.1638631319517505
267,0.14540655922505777
268,0.2550806470173187
269,0.11336123625780374
270,0.13485917774238676
271,0.13284974168797514
272,0.11091012770281382
